Mon Nov 06 04:11:32 +0000 2023,1.72E+18,Lebih lama nunggu kereta @lrtjabodebek dari pada perjalanan jakarta bandung naik @KeretaCepatID  tolonglah jeda waktu nya diperpendek masa 1 jam nunggu buat jadwal keberangkatan selanjutnya.,0,0,0,0,in,564842900,1.72E+18,muhamad_perdana,https://twitter.com/muhamad_perdana/status/1721379767537315850,,,,,,,,,,,
Mon Nov 06 04:00:19 +0000 2023,1.72E+18,Dear Pak @jokowi jalanan #Jakarta macetnya makin g kira2..tadinya sangat trbantu @lrtjabodebek tp kini blm ada lg kejelasan jkt-bekasi 45 headway 12-15 mnt..naik @PT_Transjakarta jg sama..turun d halte luar tp g bs naik bis yg tujuannya sm dgn saya alhasil cm bs gigit hari,0,1,0,0,in,2443629391,1.72E+18,0718mia_,https://twitter.com/0718mia_/status/1721376941239112160,,,,,,,,,,,
Mon Nov 06 03:30:14 +0000 2023,1.72E+18,@ayamgorengElin @lrtjabodebek Emanggg aneh bangett . Pagi2 sejam sekali siang2 malah cepet. Padahal lebih crowded pagi org brgkat kerja lebih rame,0,0,0,0,in,1.28E+18,1.72E+18,creamypnda,https://twitter.com/creamypnda/status/1721369370830819714,,,,,,,,,,,
Mon Nov 06 03:28:06 +0000 2023,1.72E+18,@lrtjabodebek sepertinya LRT ga cocok jadi transportasi cepat deh. Iyasih ngindarin macet dan hemat waktu. Tapi jeda waktunya untuk nunggu kretanya itu loh lama banget hampir sejam 🥱🥱. Dah keburu ngantuk gue 😴😴. Ga kayak MRT cuma 10 menit . https://t.co/R50ApW5UK5,0,0,0,0,in,1.28E+18,1.72E+18,creamypnda,https://twitter.com/creamypnda/status/1721368836958736453,,,,,,,,,,,
Mon Nov 06 03:17:44 +0000 2023,1.72E+18,@jalur5_ @lrtjabodebek Jewel changi —&gt  jewel chawang,0,0,0,0,et,74969867,1.72E+18,dextriin,https://twitter.com/dextriin/status/1721366226293883356,,,,,,,,,,,
Mon Nov 06 03:14:54 +0000 2023,1.72E+18,@jalur5_ @lrtjabodebek proyek termasuk sarana dan fasilitas dari tender sampe eksekusi kudu banyak saweran gk salah kalo spek kadang ada yg bikin geleng²,0,0,0,0,in,1.10E+18,1.72E+18,anasarifin_,https://twitter.com/anasarifin_/status/1721365514877055439,,,,,,,,,,,
Mon Nov 06 03:14:53 +0000 2023,1.72E+18,@jalur5_ @lrtjabodebek Ketauan ada dana yg dikorupsi,0,0,0,0,in,1.25E+18,1.72E+18,Feeldaisye,https://twitter.com/Feeldaisye/status/1721365511047630856,,,,,,,,,,,
Mon Nov 06 03:08:54 +0000 2023,1.72E+18,@lrtjabodebek,0,0,0,0,qam,1.60E+18,1.72E+18,onlyfrens33,https://twitter.com/onlyfrens33/status/1721364005292585471,,,,,,,,,,,
Mon Nov 06 02:52:33 +0000 2023,1.72E+18,Curah Hujan Tinggi Stasiun LRT Jabodebek dan Kereta Cepat Alami Insiden Kerusakan https://t.co/9IvetljBPz #beritajogja #jogja #jogjaistimewa https://t.co/4uSkVfWSou,0,0,0,0,in,118371948,1.72E+18,Harian_Jogja,https://twitter.com/Harian_Jogja/status/1721359890072084695,,,,,,,,,,,
Mon Nov 06 02:52:29 +0000 2023,1.72E+18,@lrtjabodebek mohon info rute dan stasiun dari stasiun whoosh halim,0,0,0,0,in,195284621,1.72E+18,n703m,https://twitter.com/n703m/status/1721359874184134773,,,,,,,,,,,
Mon Nov 06 02:37:16 +0000 2023,1.72E+18,@Syaiful14742 Btw itu stasiun LRT jabodebek buatan dalam negeri. Bukan stasiun KCIC yg no defeck....,0,0,0,0,in,1.53E+18,1.72E+18,Mudiiinn,https://twitter.com/Mudiiinn/status/1721356044407119913,,,,,,,,,,,
Mon Nov 06 02:36:34 +0000 2023,1.72E+18,LRT Jabodebek masih beroperasi dengan 8 kereta jadwal berantakan  Hari Senin (6/11) @lrtjabodebek masih mengalami trouble pada jadwalnya akibat hanya 8 trainset beroperasi. Terlihat jarak kereta ke Harjamukti dan Jatimulya yang sangat jauh satu sama lain.  Pic: @_stevemc4 https://t.co/SlMotCUYz0,3,0,4,11,in,1.16E+18,1.72E+18,jalur5_,https://twitter.com/jalur5_/status/1721355865234575693,,,,,,,,,,,
Mon Nov 06 02:00:01 +0000 2023,1.72E+18,Adhi Karya dan WIKA Perbaiki Kebocoran di Stasiun Kereta Cepat dan LRT Jabodebek https://t.co/ksy36lyfZm,0,0,0,0,in,9.44E+17,1.72E+18,inewsdotid,https://twitter.com/inewsdotid/status/1721346668791263309,,,,,,,,,,,
Mon Nov 06 02:00:00 +0000 2023,1.72E+18,Adhi Karya dan WIKA Perbaiki Kebocoran di Stasiun Kereta Cepat dan LRT Jabodebek https://t.co/zpDHMbQzAZ,0,0,0,0,in,132078023,1.72E+18,officialinews_,https://twitter.com/officialinews_/status/1721346663212572920,,,,,,,,,,,
Mon Nov 06 01:43:29 +0000 2023,1.72E+18,Mulai tanggal 28 Agustus 2023 ini kita bisa sudah bisa naik LRT Jabodebek loh! Tarifnya juga ekonomis. Kira-kira setelah September 2023 tarifnya jadi berapa ya? #LRTJabodebekDiskon78 https://t.co/AOeWb1A8Bu,0,0,0,0,in,1.64E+18,1.72E+18,electrizen_tab,https://twitter.com/electrizen_tab/status/1721342506854744551,,,,,,,,,,,
Mon Nov 06 01:39:25 +0000 2023,1.72E+18,@jalur5_ @lrtjabodebek Kontraktornya siapa tuh 🥳,0,0,0,0,in,1.23E+18,1.72E+18,pirkicingiji,https://twitter.com/pirkicingiji/status/1721341482958029273,,,,,,,,,,,
Mon Nov 06 01:38:19 +0000 2023,1.72E+18,yang merah merah emang problematik MU Ferarri LRT jabodebek wkwkkwkw,0,0,0,0,in,1.10E+18,1.72E+18,norrisushi,https://twitter.com/norrisushi/status/1721341208625316272,,,,,,,,,,,
