User,Isi konten,Date
ariadhycool,"@kompascom 🤣🤣🤣🤣🤣 ga berkah itu pa roboh tu rumah, setelah rumah jd uang ya mau di kembalikan nanti2 dulu tunggu korupsi berikutnya",2023-06-22 23:51:08+00:00
faiz263Ak,@NasDem @aniesbaswedan Urus korupsi dulu...partai nggak faedah,2023-06-22 23:51:07+00:00
AnthonyLuhulim4,"@YRadianto @psi_id Mari dukung PSI untuk NKRI bebas Korupsi. Rekan2 Kadrun semakin cerdas akal budi dan PSI menjadi
Pilihannya👍👍👍👍👍",2023-06-22 23:50:30+00:00
sh_siswadi,@MarijonHeihei @KPK_RI Sampekapanpun aq blum yakin di pimpin orang2 seperti itu. Semakin hari korupsi semakin menjadi. Apa lagi nantinya kalau parte bersar bersat,2023-06-22 23:49:59+00:00
AdilTurnip,"@dennyindrayana Den, selama kamu berkuasa dan menjadi bagian dari Pemerintahan SBY kamu sudah buat apa? Satu paket partai korupsi kecuali Sekjen, kita melihatnya biasa saja. Gak usah banyak bacot seolah anda paling pintar, paling tulus, paling amanah. Anda juga manusia bukan dewa....",2023-06-22 23:49:01+00:00
M22Mentari9,@PartaiSocmed @jokowi Ahli hukum tapi serasa buzzer @dennyindrayana kalau ngga salah ngga korupsi lah kenapa serang sana sini terutama nyerang pak jokowi tiada henti gelarmu kau gadaikan dengan cara rendahan,2023-06-22 23:48:31+00:00
mstugu,"@jawapos karena partai takut sama kades padahal kades dilarang berpolitik.
banyak kades tersandung korupsi,dan menjadi prioritas bawah dalam penanganan hukum.
ditambah masajabataan yang lama, maka akan makin lama masyarakat harus mengalami ketidak becusan.",2023-06-22 23:48:01+00:00
D_Kusnandar,"@tempodotco Bila perusahaan sendiri rugi, gak masalah, tapi merugikan keuangan negara, itu korupsi",2023-06-22 23:45:20+00:00
WartaEkonomi,"Heboh Kabar Anies Ditersangkakan KPK Lewat Formula E, Said Didu Buka-bukaan: Mandalika Lebih Penuhi 3 Unsur Korupsi https://t.co/7LejfTxIYr",2023-06-22 23:45:02+00:00
migdodo74,"@Lintas_Jaman Cuma segitu vonisnya ?

Itulah mengapa korupsi di +62 meraja lela",2023-06-22 23:44:51+00:00
damai_ind,"Saran yang bagus untuk KPK...
@KPK_RI
.
.
Jalan Sesat Penanganan Korupsi Formula E https://t.co/j9kdSeJoRF via @mediaindonesia",2023-06-22 23:44:29+00:00
driveronline_17,"@SautSipelebegu Bulan Bung Karno jangan cuman bacot n cuman spanduk cuman baliho doang
Bulan Bung Karno bantu @jokowi rebut kembali duit hasil korupsi di rekening cukong cukong keparat urrraaa urrraaaa https://t.co/2OWoCEjAF8",2023-06-22 23:44:13+00:00
RadarKorupsi,Wowww…Kades bakal menjadi raja kecil di desa-desa dan akan menjadi Rajadiraja setiap 5 th sekali. Luar biasa strategi ini menurut kaca mata saya.,2023-06-22 23:44:13+00:00
HamdaniMb,"@fajrulfikri1 @kompascom Korupsi khase kaum sekolahan,,",2023-06-22 23:42:59+00:00
wah121519_wahyu,"Ooh ternyata belajar korupsi tohh, gitu katanya mundur bro... Ternyata dipecat... Wala2 asu2",2023-06-22 23:41:05+00:00
nurdin_suarin,"@AiraAfniAmalia @tvOneNews Kok nyalahin rezim trs, lain korupsi rezim disalahin, mikiiiiir...",2023-06-22 23:38:35+00:00
hasanulrizqa,"@kompascom Dan kalian masih aja heran, knp korupsi merajalela di Indonesia?",2023-06-22 23:37:04+00:00
kirblo_k,"kan kasus korupsi yang merajalela dengan sistem pemerintah khilafah yang dibangun di atas asas yang shahih. Selain dilaksanakan pembuktian terbalik, sanksi ta'zir juga akan dijatuhkan kepada perusahaan yang melakukan kecurangan.",2023-06-22 23:36:04+00:00
wtihae,"kasus korupsi yang kronis dengan sistem pemerintah khilafah yang berdiri dengan asas yang shahih. Di samping itu dilakukan pembuktian terbalik, sanksi ta'zir juga akan diberlakukan kepada korporasi yang melakukan tindak kecurangan.",2023-06-22 23:34:28+00:00
onepancar,"@KompasTV gak cocok ya pemberantas korupsi alasannya ini :

 ""insan kpk juga manusia, bla, bla, bla..""

akan lebih elegan klo jawabannya :

""kami akui ada kekurangan dalam sop dan pengawasan kami, bla, bla, bla...""

menurut saya loh pak ya. .. 🙏",2023-06-22 23:33:43+00:00
sanuri_tumpang,"@YRadianto @psi_id Jg sama dg yg mo bubarin partainya bila kadernya korupsi,akan tetapi ingkar janji.
Sampai saat ini gak di bubarin padahal kadernya koruptor kakap",2023-06-22 23:32:22+00:00
dulkeny26522557,@dennyindrayana Ngaca den...kamu yg pernah korupsi...,2023-06-22 23:30:10+00:00
erfandi_law,"@KPK_RI @firlibahuri Jangan sampai polemik ini justru merugikan pemberantasan korupsi, yang penting proporsional Kao salah yg tindak tegas kal benar ya di evaluasi ja https://t.co/QIhX8HUHHU",2023-06-22 23:29:43+00:00
BAMS324305,"@Lintas_Jaman Ternyata korupsi adalah profesi menguntungkan ya?
Rampoknya banyak, hukumannya pendek, dendanya dikit. 🙄🙄",2023-06-22 23:28:57+00:00
Cloudz_matrix,@musniumar Ya kl tidak korupsi knp harus tkt mus?,2023-06-22 23:27:35+00:00
jasakencana9,"@dennyindrayana Sudah jadi tersangka koruptor malah kabur , sekarang ribut mau memgalihkan isu korupsi BTS dan Formula E",2023-06-22 23:26:28+00:00
AyamSegar3,"@bonnietriyana @Sam_Ardi Mantab 👍, sukses selalu Bang @bonnietriyana . Dibantu doa dari sini, biar jadi perwakilan Banteng yang kritis dan jauh dari korupsi. 

Amin 😇🙏",2023-06-22 23:25:31+00:00
supratmanareaky,"@CNNIndonesia Gak ada toleransi sebenarnya korupsi di tubuh kpk. Sebagai sapu utk membersihkan, maka sangat tdk elok kalau sapunya sendiri kotor. Maka bila sapunya kotor, yg harus dilakukan adalah buang dan ganti dengan sapu baru...
Era kpk zaman firli adalah terburuk dan harus diganti...",2023-06-22 23:24:59+00:00
DarekaRendy,@M22Mentari9 @are_inismyname @prabowo @bengkeldodo @BANGSAygSUJUD @papabowo2024 @azissubekti @florieliciouss @Kimberley_2024 @Chaves1305 @AndreasSolusi Vidio penyataan pak ps itu banyak berseliweran tentang menentang radikalisme dan beliau sangat anti korupsi..moso ketigalan berita sih,2023-06-22 23:24:36+00:00
RadarKorupsi,@taharudddin Tapi berbahaya jika ada yang pihak yang mengatasnamakan aparat misalnya yang lakukan pembungkaman apa lagi di timeline.,2023-06-22 23:24:15+00:00
Cuma_KuLi,"KEGAGALAN DLM 'PROGRAM NAWACITA' :
1. SANDANG,PANGAN,PAPAN =&gt; BLM TERCUKUPI !
2. KRIMINAL DISMUA =&gt; #NKRI MMG DISENGAJA U/ 'RAKYAT MSK PENJARA' (TNI,POLRI &amp; RAKYAT PRIBUMI) !
3. JANJI² MANIS YG TERLUPAKAN (1 TRILIUN LAPANGAN KRJ TERLUPAKN
4. KORUPSI MSH
5. SILA KE 5 YG TERNODAI !",2023-06-22 23:23:44+00:00
RadarKorupsi,"@JhonUsman2 Iya Bang, karna kalo Rehabilitasi di Lapas hukumanya gampang disunat. Tapi rehabilitasi yang cocok kira2 dimana yak?",2023-06-22 23:22:23+00:00
_lokey98,@IkhsanHudatama @worksfess Yang lebih takut babi timbang korupsi,2023-06-22 23:21:47+00:00
ThompsonKumis,"@Yurissa_Samosir Projek itu terlilit kemungkinan besar korupsi, dan ini ada orang merasa bangga luar biasa. Saklek!",2023-06-22 23:20:15+00:00
jack_alenzo,"Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 23:20:04+00:00
RadarKorupsi,@papa_loren Wakakak🤣,2023-06-22 23:19:59+00:00
WongNde1997,"@musniumar Semoga bisa dibuktikan, jangan cm bicara tdk korupsi, karena negara kita negara hukum 🙏",2023-06-22 23:19:50+00:00
RadarKorupsi,"@gusDAL2023 @yon095403130844 @ganjarpranowo @ah_barat @abu_waras @ReskrimTabesSmg @Divpropampolri @_bareskrimpolri @propampolri @ListyoSigitP @ahriesonta @mohmahfudmd @BennyHarmanID Memang iya juga sih, Gus.",2023-06-22 23:19:42+00:00
jack_alenzo,"Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 23:19:40+00:00
bintangfajar33,@MamatAlkatiri Ngurusin bola terus itu BUMN banyak kasus korupsi dan banyak yang terancam bangkrut khusus nya BUMN karya... rangkap jabatan gini gak usah dipuji..,2023-06-22 23:19:31+00:00
jack_alenzo,"Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 23:19:04+00:00
RadarKorupsi,"@papa_loren Tambah biaya bengkak Kereta Cepat gak masuk rekor MURI, papa?",2023-06-22 23:18:34+00:00
jack_alenzo,"Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 23:17:47+00:00
AsepDar12182635,"@KPK_RI Tegakkan hukum,korupsi hukum mati",2023-06-22 23:17:10+00:00
Pri44653811Hadi,"@musniumar Denger2 sih sdh memenuhi unsur utk ditersangkakan, tapi nantilah tunggu gagal pencapresan wkwkwk or klo berhsl nyapres setelah gagal menang wkwkwk, krn emang korupsi",2023-06-22 23:17:05+00:00
PoncoSu11755678,"@musniumar Kalau sudah terindikasi korupsi, boleh tidak bang KPK bertindak?
Dan kalau Anies Baswedan di tangkap KPK terbukti korupsi, apakah itu bentuk penjegalan atau bentuk komitmennya pemerintah dlm memberantas korupsi ?
Monggo bang di jawab",2023-06-22 23:15:43+00:00
missamiyaa,@kompascom Bayarnya dariiii mana klo bukandr korupsi....🤮,2023-06-22 23:14:16+00:00
QKhalita,"Korupsi berkurang?Pertanyaannya...
Apakah kita hidup di negara yang sama dengan dia?🤐
https://t.co/IgtprZgXy3 https://t.co/2vmu6b1j6e",2023-06-22 23:14:14+00:00
kwangya2021,@Malikbinzoil @AntiPekines Mengalihkan isu korupsi mandalika,2023-06-22 23:13:43+00:00
fajaronline,"Wali Kota Makassar, Moh Ramdhan Pomanto alias 'Danny', hadir di persidangan kasus korupsi Rp 20 miliar PDAM Makassar sebagai saksi di Pengadilan Negeri (PN) Makassar, Kamis (22/6/2023). https://t.co/71cKOnvaMC",2023-06-22 23:13:20+00:00
RadarKorupsi,@winarto_sarsidi Sholallahu ‘alayhi wasalam wa ‘ala alyhi wa ashabih.,2023-06-22 23:13:06+00:00
PreciosaKanti,"@dennyindrayana COWARD! Ngoceh dr jauh … pulang kalo mmg kau sepintar gelar mu! 

Basi lah kau ‘Den! 
Selesaikan kasus korupsi mu dulu .. jangan kaburr dr perkara, trus ngoceh dr negara orng macam paling benar!

Takut???",2023-06-22 23:12:33+00:00
kwangya2021,"@AntiPekines PP AL-ZAYTUN
TERSANGKA KAN ANIES

PENGALIHAN ISU KORUPSI MANDALIKA? HARUN MASIKU?",2023-06-22 23:12:24+00:00
alepintar,@seangrey101 @A_QuinnaNew2209 Ada sumbangsih untuk negara atu pejabat negara ini pencucian uang hasil korupsi,2023-06-22 23:11:24+00:00
inang123__,"@PejuangKeluar15 Mau di perpanjang juga ga da bagusnya, yg ada cuma nambah korupsi aj yg kebanyakan, seharusnya jabatan aparatur negara itu jangan di lamaa in, kacauu kalau lama.",2023-06-22 23:11:19+00:00
ArmiSatria8,@DemokrasiMartir @KPK_RI @poldametrojaya Tuntaskan dulu kasus korupsi 2 menteri.,2023-06-22 23:11:06+00:00
fajaronline,"""Saya berdoa Anies tidak dijadikan tersangka Formula E karena dia tidak korupsi. Formula E sukses dan untung - tidak mewariskan utang seperti Sirkuit Mandalika. Kalau KPK jadikan Anies tersangka karena diperintah, saya menduga keras bakal terjadi people power,"" cuit Musni Umar https://t.co/yZ6EhgsGiR",2023-06-22 23:10:02+00:00
farukmuhamadc,"Terlepas Anies bener atau salah dia akan ditersangkakan tanpa bener2 jd tersangka karena untuk mendorong image di masyarakat bahwa doi bagian dari koruptor.

Dan ini akan ngantung sampe pemilihan, kpk ganti tp image udah ditanem kayak ganjar dengan image korupsi ektpnya.",2023-06-22 23:10:00+00:00
Jiii_Amir,"One must be something in order to do something. 
""jika kamu ingin melakukan sesuatu maka kamu harus jadi sesuatu""

contohnya jika kau ingin korupsi maka kamu harus jadi DPR",2023-06-22 23:09:30+00:00
alepintar,@idtodayco Sekelas anti rusuah ajah KPK masih korupsi.lebih baik bubarin aja tuh KPK gak jelas,2023-06-22 23:08:41+00:00
Dedeindrawan18,"@msaid_didu Didu ga ngerti ya yg merugikan negara karena utang sama yg merugikan negara karena korupsi...!!! Paham ga du 
Klo utang uangnya jelas ada peruntukannya
Nah klo korupsi... Itu buat kepentingan pribadi atau kelompoknya.... Paham ga du... Katanya lo orang pinter tapi masih oon",2023-06-22 23:07:54+00:00
biiinsenator,"@WagimanDeep212_ @KPK_RI Lembaga Anti KORUPSI @KPK_RI  tapi melakukan pungli atau korupsi ini jelas sangat bejat dan pelakunya wajib di penjara lebih tinggi dari pelaku koruptor pada umumnya. Kenapa hukumannya cuma di rotasi padahal maling ayam di hukum badan.
CC.: @mohmahfudmd 
https://t.co/MDvp2c01LJ",2023-06-22 23:05:54+00:00
husnith69956513,"@tvOneNews Anies benar2 dijegal dg segala cara, bagaimana dg org sdh pasti ikut korupsi bancaan di E-KTP. ?? Fakta sdh ada, knp KPK mendiamkan dn pura2 tdk tahu? Apa krn Firli sdg bemasalah skr ini?",2023-06-22 23:05:12+00:00
blackcrow0717,@HMMurah3 @ArtonArton6 @desapedia Mengerikan sekali Republik ini.. Praktek Korupsi Subur dan Bebas di Rezim ini,2023-06-22 23:04:30+00:00
Sutansrpd,@el_farizi Korupsi sejak dini,2023-06-22 23:04:19+00:00
VIVAcoid,"Mantan Pejabat di Banda Aceh Jadi Tersangka Korupsi Pengadaan Lahan Zikir Senilai Rp5,1 miliar https://t.co/vSV9zMJk21",2023-06-22 23:04:02+00:00
Hasanan80891621,@JarnasABWBpn Siapapun yg terlibat korupsi GP mandalika hrs di usut.,2023-06-22 23:00:25+00:00
aryabiput,@SahLeoSin @Narasi_winda Salah satu bukti bahwa korupsi sudah membudaya krn masyarakat/ rakyat pun melakukan korupsi bila ada kesempatan dan kemampuan 😅,2023-06-22 23:00:24+00:00
RadarKorupsi,@gusDAL2023 @yon095403130844 @ganjarpranowo @ah_barat @abu_waras @ReskrimTabesSmg @Divpropampolri @_bareskrimpolri @propampolri @ListyoSigitP @ahriesonta @mohmahfudmd @BennyHarmanID Waduhhh ruwet donk kalo wasit ikut bermain dan berat kesalah pihak? Sama saja membunuh demokrasi.,2023-06-22 23:00:12+00:00
yanyusuf7,"@Algoritma67 @msaid_didu Mereka digaji lebih besar dibanding instansi/lembaga lain, dgn harapan dpt menghindari korupsi/pungli/gratifikasi, diberi minum pun bila perlu ditolak ... ini malah .. astagfirullah",2023-06-22 22:58:44+00:00
Hasanan80891621,@hc_poirot Ayo KPK usut itu GPMandalika yg merugikan uang Negara.Stop usut Formula E yg tdk ada unsur korupsi.,2023-06-22 22:58:07+00:00
senopram0222,"@dennyindrayana Ada saran Prof ?
Untuk bisa mendapatkan sistem atau Cara Korupsi yang Baik dan Benar (CKBB).

Mungkin dengan pengalaman  anda dan sbg profesor. Bisa menerbitkan  sertifikasi untuk itu...",2023-06-22 22:57:28+00:00
RadarKorupsi,"Ooo pak kumis itu pak Hendro Priyono yak, pak Tofa? Baru tau aing. Kalo video pak Moeldoko yang memuji Panji Gumelar itu terkait kemandirian pangan dari kaca mata HTI. Atau apakah ada video/link yang lain? 
https://t.co/W6rGpJiqdX",2023-06-22 22:57:21+00:00
EtalaseSosmed,Hati² para orang tua,2023-06-22 22:56:48+00:00
jundana_y,"@MarijonHeihei @KPK_RI Rakyat harus merubahnya atau membiarkan korupsi makin merajalela.........2024 pilih pemimpin yang punya otak, yang bisa membuat sistem supaya celah korupsi bisa diatasi",2023-06-22 22:56:16+00:00
johan_heriyanto,@geloraco Pak stafsus @KemenBUMN ini orang bumn aj merugi kok apalagi bikin proyek krn semua di korupsi @KPK_RI liat ini,2023-06-22 22:56:06+00:00
Piedthom,"@mediaindonesia Haaaa akan jadi partai yg masuk jurang di 2024..apalagi dgn ada menteri"" yg terlibat korupsi",2023-06-22 22:55:57+00:00
antdjun1,"Itulah kualitas kader parte komunis syariah, tdk jauh Dr korupsi &amp; selangkangan!!!!! Hukum hrs ditegakkan &amp; penjahat hrs dihukum berat!!!!!Smg bablas hilang ingatannya &amp; menjadi kenyataan hingga dijemput germo zul......",2023-06-22 22:54:58+00:00
AliJuanda180925,"@vanjhighalih @VIVAcoid Tolol,dari sejak Budi Utomo lahir fungsi orang terpelajar mmg menyadarkan rakyat pada korupsi,kolusi,nepotisme yg dipraktekkan penguasa
Kecuali kyk lu pengkhianat rakyat taunya makan,tidur,rebahan dan membully para pelajar",2023-06-22 22:53:33+00:00
Beritasatu,Kejati Jatim Ungkap Dugaan Korupsi Pembangunan Rumah Prajurit Fiktif https://t.co/16GKe5tL7y,2023-06-22 22:53:03+00:00
AliJuanda180925,"@medrizon378379 @VIVAcoid Tolol,dari sejak Budi Utomo lahir fungsi orang terpelajar mmg menyadarkan massa pada korupsi,kolusi,nepotisme yg dipraktekkan penguasa
Kecuali kyk lu pengkhianat rakyat taunya makan,tidur,rebahan dan membully para pelajar",2023-06-22 22:52:37+00:00
AliJuanda180925,"@SamuelHasihol12 @VIVAcoid Tolol,dari sejak Budi Utomo lahir fungsi orang terpelajar mmg menyadarkan massa pada korupsi,kolusi,nepotisme yg dipraktekkan penguasa
Kecuali kyk lu pengkhianat rakyat taunya makan,tidur,rebahan dan membully para pelajar",2023-06-22 22:52:20+00:00
AliJuanda180925,"@Hendra54573155 @VIVAcoid Tolol,dari sejak Budi Utomo lahir fungsi orang terpelajar mmg menyadarkan massa pada korupsi,kolusi,nepotisme yg dipraktekkan penguasa
Kecuali kyk lu pengkhianat rakyat taunya makan,tidur,rebahan dan membully para pelajar",2023-06-22 22:51:28+00:00
wtihae,"Kisruh kasus korupsi minyak goreng tahun lalu kini berbuntut panjang Sobat. Pejabat dan perusahaan besar terlibat. Bobroknya pejabat dan jahatnya penguasa oligarki di sistem demokrasi kapitalisme terlihat. Islam kaffah sanggupbmenghentikan
Serba-serbi MMC:
https://t.co/gFrqD1kxS1 https://t.co/TSr76DpfDu",2023-06-22 22:50:17+00:00
kirblo_k,"Kisruh kasus korupsi minyak goreng tahun lalu kini berbuntut panjang Sobat. Pejabat dan perusahaan besar terlibat. Menunjukkan buruknya pejabat dan jahatnya penguasa oligarki di sistem demokrasi kapitalisme. Islam kaffah sanggup menghenti-
Serba-serbi MMC:
https://t.co/nkcm76Hdnc https://t.co/ilaE7uEYib",2023-06-22 22:48:05+00:00
DjokoRetnadi,Gak mungkin AB dituduh korupsi. Nanti saja kalo sdh batal jadi.bacapres baru diproses. Jangan skrg nanti.playing victim,2023-06-22 22:47:38+00:00
Kinzhal10,"@KPK_RI Maunya Diterbitkan UUD TEMBAK MATI PARA KORUPTOR  ,JANGAN pandang JABATAN ,mau anggota Dpr,gubernur,bupati,jendral  Korupsi Hukum tembak mati",2023-06-22 22:46:25+00:00
rie_sang,@KompasTV Gimana bisa memberantas korupsi bila aparatnya korupsi ? Apa bisa sapu kotor membersihkan lantai kotor? Mudah bagi Allah membuka aib pimpinan ...buah tak jatuh jauh dari pokoknya,2023-06-22 22:45:32+00:00
bidakpromosi,@OposisiCerdas Kalau begitu KPK seharusnya jgn manusia. Masa sih pemberantas korupsi melakukan  korupsi.,2023-06-22 22:44:35+00:00
RFuntuknegeri,"@abu_waras Penegak hukum berani kalau sudah lengser, itupun kalau Penegak hukum nya bukan orang dia atau titipan. 
Kalau mau radikal kasih waktu 1 tahun semua Penegak hukum selesaikan semua kasus korupsi, ga bisa berhasil ganti semua, minimal 80% ganti yg baru yg masih bersih",2023-06-22 22:43:40+00:00
roffiek,"@agusyasin_83 @_palungmariana @Itjen_Kemdikbud @pusdatin_dikbud @antikorupsi @DivHumas_Polri @DPR_RI @IM57_Institute @KejaksaanRI @kemendagri @Kemenkumham_RI @KemensetnegRI Harusnya tetap ikuti birokrasi, terus merubahnya dgn inovasi birokrasi. Birokrasi itu ada aturannya, kalau dilanggar ya menjadi starting point langkah korupsi (pelanggaran hukum)",2023-06-22 22:41:25+00:00
antdjun1,Pajak digenjot maksimal &amp; rakyat pengusaha digencet mati2an demi memuaskan nafsu korupsi para pejabat!!!!! Luar biasa bejatnya!!!!!,2023-06-22 22:41:00+00:00
Lismanto_Gp,"@KPK_RI Mungkin gra gra harun masiku ga ketangkep tangkep korupsi n pungli semakin menjadi jadi ditambah hukuman yg ngehe, ada mantan koruptor keluar disambut bagai pahlawan sekeluarga masih bisa makan enak mynkin hasil korupsinta masih bejibun sekarang ber twit ria tanpa rasa malu",2023-06-22 22:40:28+00:00
sunyi_senyap65,@HelmiFelis_ mestinya anda ber5 mundur ktn tdk bisa memberantas korupsi dilingkungan zendiri,2023-06-22 22:37:55+00:00
jack_alenzo,"Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 22:36:15+00:00
jack_alenzo,"@AwalilRizky Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 22:35:55+00:00
jack_alenzo,"Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 22:35:50+00:00
abdulmukti691,@Lintas_Jaman Makanya orang gak takut utk korupsi,2023-06-22 22:35:42+00:00
LuckyLudjaina,"@GeiszChalifah La kok FE sdh diaudit BPK &amp; p.Anies sdh di panggil KPK msh aza diincar mau ditangkap KPK,pdhl jg untung,seharusnya BPK dipanggil lagi bersama p.Anies letaknya dimana yang buat p.Anies korupsi? Trus knp yang membesut proyek sirkuit Mandalika yang utang ampe T &amp; rugi dibiarkan? https://t.co/SSKyVL1Ug9",2023-06-22 22:34:46+00:00
jack_alenzo,"Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 22:34:36+00:00
jack_alenzo,"Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 22:34:05+00:00
jack_alenzo,"Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 22:33:27+00:00
YudhiHandoko15,"@musniumar Tekanan nya ya dari internal psrtainya sendiri yang nggak konsisten dengan ucapanya,,,,
Dan ndilalah mantri ya di pemerintah pada ter sangkut perkara korupsi",2023-06-22 22:33:26+00:00
jack_alenzo,"Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 22:33:18+00:00
jack_alenzo,"Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 22:32:49+00:00
axlandrian,@dennyindrayana heeiii...heeeii..lihat dan ngaca bung. koruptor ngomong korupsi? ga malu apa ungkit aib sendiri?,2023-06-22 22:32:09+00:00
LucuTanpa,"@dennyindrayana Koruptor mikirin indeks Persepsi Korupsi.
Anjaayyy ngakak hard gw....
Makin kocak aja Elo Den....
Dulu waktu Elo korupsi sempet mikir indeks ga yaaaa? 😂😂😂",2023-06-22 22:31:50+00:00
jack_alenzo,"Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 22:31:42+00:00
RadarKorupsi,@antaz345 @yon095403130844 😂,2023-06-22 22:31:26+00:00
jack_alenzo,"@democrazymedia Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 22:31:03+00:00
jack_alenzo,"Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 22:30:58+00:00
jack_alenzo,"Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 22:29:49+00:00
Go_Drill,"@BrabarZeto @tvOneNews jika ada korupsi, nama-nama yang ada disini sudah pasti telah dimintai keterangan..

https://t.co/r9QbR56Sv2

kemudian.. 
secara struktur kepegawaian, dimana kewenangannya sehingga dapat korupsi ? https://t.co/RxArQsHfo6",2023-06-22 22:29:45+00:00
GatotKa86884427,"@Metro_TV Yang korupsi itu org politik dipemerintahan yg menjabat kepala daerah, mrk ditekan untuk korupsi",2023-06-22 22:29:45+00:00
jack_alenzo,"@giginpraginanto Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 22:29:44+00:00
NeunkRano,"@musniumar Masalahnya pakbos, kalau emang korupsi karena diperintah, 'Kok mau²nya tetap korupsi?'

Kan anti korupsi sebelum jadi apa²?

Perintah.
Klepek² dengan jari telunjuk?

Gak suka daging babi  karena perintah akhirnya jadi suka (dan makan).

Darurat?
Koclok itu ...",2023-06-22 22:29:11+00:00
jack_alenzo,"Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 22:29:02+00:00
