User,Isi konten,Date
AprillioHadi,"@NasDem Dijebloskan ke tahanan karena korupsi koq perjuangan....
Itu bukan berjuang, tapi maling/garong namanya. ..
Bagaimana jadi bubar apa tidak nich partai ?, karena ada kadernya terkait dgn korupsi🤣🤣🤣🤣🤣🤣🤣🤣",2023-06-25 13:22:24+00:00
MediaKomando,"Dari Pelecehan hingga Pungli, Ketua IM57+: Korupsi di Internal KPK Mulai Jadi Rahasia Umum
https://t.co/QrYAwHeijM",2023-06-25 13:21:57+00:00
masir1958,"@KompasTV Semogalah,,,,!,, tp korupsi dan penegakan hukum hrs ada perubahan,, tdk membutuhkan waktu lama bhw rakyat akan sejahtera dan negara akan makmur klu korupsi benar2 diberantas,, serta rakyat akan nyaman dan aman jika penegakan hukum benar2 berkeadilan,, Merdeka!!",2023-06-25 13:21:51+00:00
masagus56557279,"@musniumar Repot juga kalau ada pejabat disidik korup kok bawa2 agama dan yg menyidik dikatakan punya niat jahat. Ya kalau enggak korupsi kan santai2 saja, wong jaman skrg jg canggih aliran dana, komunikasi , dan jejak digital bisa ditrace. Mang kate jaman bapak ABG.",2023-06-25 13:21:23+00:00
Beritabaruco,Hukuman Terdakwa Korupsi Eks Direktur Askrindo Disunat #Askindo #Korupsi #KPK #MA  https://t.co/nQ3Df12K4a https://t.co/bKdDQiOChO,2023-06-25 13:18:03+00:00
superngeyel,"@NasDem HARAM kan MAHAR POLITIK 
Halal kan KORUPSI untuk politik 
KORUPSI LAH YANG banyak jangan tagung tagung 
🤭🤭🤭🤭🤭 https://t.co/ZkEQ5InxWK",2023-06-25 13:15:27+00:00
bulink77,@dennyindrayana otak lu masih waras bung...klo gak salah lu tsk korupsi toh...apa kabar tu kasus?...,2023-06-25 13:15:03+00:00
meowddidi,@antarivksa 😭😭😭 Oke ga salah korupsi sejam,2023-06-25 13:14:28+00:00
jackhan32768669,"@DoankWarto JANGAN BERUBAH

lanjutkan Korupsi BANSOSSSS",2023-06-25 13:14:25+00:00
fahmi1aja,"@HendroW1977 @mohmahfudmd Di DPR banyak tikusnya, bubarin saja dpr. Buang² uang rakyat gaji mereka. Dpt pensiun pula. BUMN banyak yg rugi, minta PMN mulu dari APBN, bubarin aja, byk makan uang rakyat. Di kabinet ada yg korupsi, bubarin aja, buang² uang rakyat aja.",2023-06-25 13:12:23+00:00
veeanconeri,@tanyarlfes Usut tuntas dugaan korupsi nya dong...,2023-06-25 13:11:57+00:00
Riza_hendriani,"@mohmahfudmd Pak prof. @mohmahfudmd  kapan kira2 berlaku hukuman mati bagi pelaku korupsi di indonesia... Korupsi ini sangat merusak dapak nya, apa bila ditegakan hukuman mati isya Allah sistem politik di indonesia menjadi lebih baik,",2023-06-25 13:11:26+00:00
negentrophyy,Korupsi waktu bikes ngantuk sekali ka 😭,2023-06-25 13:11:25+00:00
GandaHotman,"@dennyindrayana Pengecut. 
Merasa paling benar paling pintar dan paling bersih tapi faktanya tersangka korupsi",2023-06-25 13:08:57+00:00
dianper49617298,@msobri99 Mantap bong terus update kasus korupsi 8T biar pada ketangkap semua yg terlibat,2023-06-25 13:08:57+00:00
JizreelRobot,"@MarahIchsan Usut Tangkap , PemDa DKI Sejak Dahulu Kala HoBynya Bayar Lebih bin KORUPSI SEJAK DAHULU KALA",2023-06-25 13:07:59+00:00
abdullah_yanto,"@MokerRidho33016 @adearmando61 Orang Sholeh pasti orang taqwa ,
Orang taqwa itu takut sama Allah.

Orang takut sama Allah tidak akan korupsi

Yg korupsi pasti bukan orang sholeh",2023-06-25 13:07:52+00:00
dianper49617298,"@senopram0222 @msobri99 Berani ga buzzer receh update terus setiap hari soal korupsi 8T itu... ayo berani ga biar pada ketangkap semua yg terlibat 
AYOOO BUZZERR gaungkan terus kasus korupsi 8T itu",2023-06-25 13:07:23+00:00
sza9kusanagi,Si Suharto banyak uang korupsi kenapa dia dulu gak beli klub bola? 🤔,2023-06-25 13:07:22+00:00
ir_dyx,"@dennyindrayana Korupsi pengaruh 😮
Orang investasi dimana2 pasti pilih yg mereka yakini akan menguntungkan.
Termasuk juga pemodal asing investasi di Indonesia.
Pasti mereka akan memilih Presiden yg mereka percaya memberikan kenyamanan dan keuntungan.",2023-06-25 13:07:20+00:00
fatih_alfa92124,@Metro_TV @ganjarpranowo @aniesbaswedan 8T di bahas ya.....  Jgn maunya perubahan aja....  Merubah korupsi jadi kelebihan bayat,2023-06-25 13:06:51+00:00
yeppiau,@terpoles2 @dprddkijakarta Yukk bisa yuk usut tuntas kasus korupsi di ancol,2023-06-25 13:06:14+00:00
NurulHuda300704,@figlio_delsole jd inget frangkut book fair ada yg dilaporin ke kpk krn diduga korupsi maret 2017,2023-06-25 13:04:28+00:00
ujay90,"@DoankWarto Kiri partai sok besar padahal imut
Tengah partai anggotanya mesum
Kanan partai dinasti korupsi",2023-06-25 13:03:41+00:00
Dade88020008,@musniumar Semoga Anies segera ditangkap kalau melakukan korupsi juga yg lainnya.,2023-06-25 13:03:13+00:00
mawingoso,"@_riverheaven Kalo ga korupsi yaa ga mungkin asal tangkap pak, coba bapak paloh restorasi dulu kalo mau statement",2023-06-25 13:03:00+00:00
YatimRobyansah,"Wahaaaai BUTET SANG SENIMAN BAYARAN 

Padamu ku titipkan pesan
Jangan kau tambah kegaduhan diNegeri ini
Begitu banyak kasus korupsi yg terjadi
Begitu banyak hukum yg mati
Begitu banyak kemiskinan diNegeri ini
Engkau hanya diam layaknya anjing yg kenyang setelah diberi makan https://t.co/6iK867QGtU",2023-06-25 13:01:41+00:00
ShabrRahmadi,"@dennyindrayana Memang begini mental orang indonesia, ketika dekat dg agenda pemilu dan demi dapat kursi apapun akan dilakukan termasuk jualan hoax. 2023 gencar amat prof, perasaan dari kasus korupsi ente ngilang adem ayem aja, giliran dah jadi caleg ente macam orang kesurupan",2023-06-25 13:00:51+00:00
Daengrola2,@Metro_TV @ganjarpranowo @aniesbaswedan Irus  tuh korupsi 8 T,2023-06-25 12:59:39+00:00
Daengrola2,@Metro_TV @ganjarpranowo @aniesbaswedan Tak malu2 tuh kakek Surya Paloh ada kader nya korupsi terbesar sepanjang sejarah 8T,2023-06-25 12:59:19+00:00
Jokowo09994509,"@HendroW1977 @mohmahfudmd Cuma pki &amp; turunannya yg anti dgn pesantren!
Di @DPR_RI  sampe skrg msh aja ada yg ketangkap korupsi'knpa gx kao suruh bubar aja semua yg ada di gedung rakyat itu 
#Goblok koq ngajak2 org https://t.co/OKTcDOjrBw",2023-06-25 12:58:14+00:00
Dedy44169434,@ch_chotimah2 @BuniYani Rata2 ustad2 cabul yg nyicip santriwatinya itu juga hapal quran. Atau yg korupsi dana sumbangan juga hapal quran.,2023-06-25 12:56:01+00:00
herdihamzah,"""Dengan berkali-kali gagal menyelesaikan dugaan pelanggaran etik para pimpinan KPK, khususnya Firli, apa lagi yang diharapkan dari Dewas?"" kata peneliti Pusat Studi Anti Korupsi (Saksi) Fakultas Hukum (FH) Universitas Mulawarman. #SAKSI #SaksiUnmul 

https://t.co/iuiCSeJIdz",2023-06-25 12:54:56+00:00
Joe_Richardo93,"@dennyindrayana Ngk laku lu bawa2 people power, emng apa yg lu udh buat buat negara ini ?. apa yg lu tawarkan buat kesejahteraan rakyat ? Ngk ada bego.... trus lu pikir msyrkt cerdas mau lu hasut2 bergerak menjatuhkan presiden smentara lu cm modal bacot, dirilu jg pesakitab ksus korupsi 😆",2023-06-25 12:53:22+00:00
mahardikaabet,"@Siantar72 @dennyindrayana Jokowi patut diduga, patut diduga eh....dia sendiri masih status tersangka korupsi",2023-06-25 12:53:18+00:00
j0shuacoustic_,"gue juga sbnrnya gak punya tujuan hidup sie WKWKWKWWK, cmn gue selalu becanda jadi DPR anti korupsi AHAHAH ENTAR PILIH GUE YH, PAN PAN PAN",2023-06-25 12:53:05+00:00
SingoYudho_,"@Jelli_cent @ganjarpranowo Warga Jawa Tengah gak di urusin. Kasihan...
Tapi Gaji dan Fasilitas sebagai Gubernur Masih mengalir utk Biaya Kampanye Bacapres...
Malu doooooonk...
Apa bedanya dengan korupsi",2023-06-25 12:52:54+00:00
midak_kodok21,"@ratno_willist @setiawanbn82 @Hilmi28 Oh saya bisa , kan saya bilang belum tentu semua , mentalnya rata2 korupsi bos , udah utang korupsi lagi kontrakrornya korupsi ga dipantau lg , yg kerja bener cuma oknum",2023-06-25 12:52:41+00:00
DaltonSembirin1,"@musniumar Aku pun dulu tidak yakin Johnny Gregorius Plate korupsi APBN sampai Rp. 8,3 trilyun lebih. Setelah @KPK_RI turun tangan semua buyar. Propesong Musni bisa beri analisa sosiologinys ? 😃😂",2023-06-25 12:50:26+00:00
Muhamma38540426,"@msobri99 @senopram0222 Yakin soal korupsi 8t proses hukum nya bertele-tele karena yang menerima aliran dana kalau menurut pak Mahfud md ada 3 partai besar, yang berkuasa dan partai pendukung penguasa",2023-06-25 12:50:13+00:00
Soelistijono1,"@Syarman59 @DivHumas_Polri @ListyoSigitP @dennyindrayana kena mental, mengarah ke  stress...yg dipakai asumsi yg gak jelas. Efek kurang tidur mikirin pak Jokowi yg rajin Kerja...kerja .kerja. Kalo mau cari kerja yg kreatif Den, jangan korupsi..lu pinter tp korup.",2023-06-25 12:48:46+00:00
Weje210459,@dennyindrayana Koruptor fitnah orang korupsi. Ga bahaya tah?,2023-06-25 12:47:52+00:00
Purwsharp,"@musniumar KPK harus bersih untuk membersihkan korupsi. Karena, tidaklah mungkin mencuci baju dengan air comberan",2023-06-25 12:47:39+00:00
Rustiawati12,@IskanQL @Kemenag_RI @FPKSDPRRI Innalillahi....parah bngt sich kemenag.  Di doakan jemaah haji se Indonesia di arafah biar kontan azabnya buat para pemimpin yg korupsi dana haji.,2023-06-25 12:47:28+00:00
ibn_sjamsu,"@Sayfulb75833836 @dennyindrayana @SBYudhoyono Substansinya terletak dlm sinyalemen Mr Pinky: ""kalau mau aman korupsi, ada di kubu rezim."" Faktanya, JB yg ada di kubu rezim masuk bui. Jadi sinyalemen Mr Pinky gugur. Menyebut si A atau si B adalah tumbal rezim bukan fakta, tapi dugaan. Bila diumbar, jadi fitnah &amp; hasut dong.😊",2023-06-25 12:47:21+00:00
alqodrifaqih,"@musniumar Kl aku berdo'a BILA @aniesbaswedan korupsi, semoga dia di tangkap KPK atau Kejagung atau Kepolisan, agar jhonny plate ada temannya...tapi bila tidak korupsi semoga dia gak di tangkap....gitu lho mus kl mau do'a",2023-06-25 12:47:11+00:00
rahmat_wirmrtan,"Om.. serius tanya nih. waktu itu, ini termasuk korupsi memperdagangkan pengaruh apa tidak?
krn sy baru tau, kalau ada ""diksi"" korupsi memperdagangkan pengaruh dalam konstitusi di Indonesia. https://t.co/y3yoR7oHbD",2023-06-25 12:45:37+00:00
dog21_mmad,@CNNIndonesia Woi butet enjng bisa elo bukttin kalo pandir korupsi ? Jelas jelas setnov ngomong uban terima duit elo diyem aje,2023-06-25 12:45:29+00:00
__Sarilembu,"Knalpot bodol..😅
Denny Cebol jebulnya tersangka KORUPSI. https://t.co/TUoEdfMYau",2023-06-25 12:45:18+00:00
Kaum__Jelata,"@Sahar65656722 @BANGSAygSUJUD @azissubekti @Lembayung071 @Ndaxwz @alextham878 @NgkongRoses @Ndons_Back @Kimberley_2024 @Gi_N0ng @bengkeldodo @TopToross Sepakat mas. Capek kita saling caci, wes gak wayahe. Sekarang saatnya membangun. 

Musuh bersama nya jelas bukan antar rival tetapi korupsi, mafia hukum, kemiskinan, narkoba, asing yg hendak menguasai SDA Indonesia dll",2023-06-25 12:44:58+00:00
baren_tjang,"@musniumar Anies cuma modal bacot, elo buzzer nya juga sama modal bacot doang tiap hari twit Anies di tuduh korupsi. Ucapan itu doa, semoga doa mu terlabul ya .",2023-06-25 12:44:05+00:00
inibowoitubukan,"@_MbakSri_ 🤣😂🤣😂🤣 ben ae lah

duit setan dimakan jin

bapak dipenjara korupsi,istri picees sm sipir ...modyarrrr",2023-06-25 12:43:45+00:00
emarahima,"@adearmando61 Ada lah, minimal akan takut utk korupsi. Tuh anggota si banteng, panen koruptor. Dana bansos saja diembat. Minimal tidak akan jadi manusia munafik, ngaku2 Islam tapi kelakuan sebaliknya.",2023-06-25 12:43:18+00:00
kiokio878,Korupsi 7 T kurang di tahan cuma 6 tahun anda kocak sekali @KPK_RI #Korupsi #Indonesia https://t.co/E6HyZQifiQ,2023-06-25 12:40:22+00:00
SudaryonoSudar,"Prabowo Subianto dianggap sebagai salah satu Menteri Pertahanan (Menhan) yang berkomitmen dalam memberantas korupsi di Indonesia, khususnya di lingkungan Kementerian Pertahanan sejak era sebelumnya.

Selengkapnya di https://t.co/DriURQCNmc

-DAR-

#biarpaham #prabowo #indonesia #jokowi #DengarAmatiReaksi #APPSI #PAPERA #PedagangPasar #Gerindra #Prabowo #PrabowoPresiden #MasDar #politik #partai #politika #politician #politiker #kommunalpolitik #politicsnews #partaibesar #satukomando",2023-06-25 12:39:59+00:00
sabdateja_,@dennyindrayana Tersangka korupsi ngomongin korupsi logikanya di telapak kaki 😂,2023-06-25 12:39:44+00:00
InSighglobal,Penyelidik Belgia dalam kasus korupsi UE mundur karena klaim bias https://t.co/gIJpHM6Aq4 #ParlemenUniEropa #EvaKaili #SkandalkorupsiParlemenEropa,2023-06-25 12:37:41+00:00
capparuni,"BUMN Istaka karya tidak diaudit selama 3 tahun dapatputusan Pailit langsung di Bubarkan

Apa nimbun korupsi ‼️ wallahualam

MotoGP Butet PDIP IYA SAYANGKU Rafi Ivan Gunawan Megawati Putin Depok Heru Capres Banjir AniesU-17 Kampus https://t.co/2RbpbkOaeh",2023-06-25 12:37:28+00:00
sangamei,@emerson_yuntho @dennyindrayana Sebagai tersangka dalam kasus dugaan korupsi proyek payment gateway,2023-06-25 12:35:26+00:00
Duren___,"ANDA PERCAYA atas LOGIKA orang yg punya catatan kasus Korupsi??... ENAM KASUS lagi.

Gw sih, ENGGAK!!... https://t.co/58vOFOaTWW",2023-06-25 12:33:14+00:00
jeparakabgoid,"Jangan lewatkan Special Talkshow Desa Anti Korupsi bersama Sekda Jepara Edy Sujatmiko.

Saksikan di saluran TV digital anda Jawapos TV (36 UHF), pada Senin, 26 Juni 2023, pukul 07.30 WIB. https://t.co/Ig3f72ctkV",2023-06-25 12:32:44+00:00
biglivea,"@dennyindrayana Koruptor nuduh orang KORUPSI?
Gak malu bang!",2023-06-25 12:30:23+00:00
db07473381,"@dennyindrayana itu hanya sebatas opini,
yg dilaporkan badrun perusahaan swasta, itu murni BtoB, KPK nggak urusan
yg bilang mengubah status tersangka korupsi harus ijin jokowi jg bukan jokowi
pembegalan demokrat oleh moeldoko, itu ranah hukum, sama dgn kasus luhut dgn lsm, jokowi jg diem saja",2023-06-25 12:29:52+00:00
SekelBit,@RamliRizal Kerusakan Fundamental Negara akibat Korupsi dan Narkoba itu bukan fitnah. Ditambah dengan buzzerRp yg semakin merusak kelogisan berfikir rakyat. Nurani anda dimana pak @jokowi @DPR_RI @KPK_RI @INFOBNN,2023-06-25 12:29:01+00:00
RicKY_KCh,@yakobus_salim kepo banget sih...yg penting bukan hsl dr korupsi dan ngutang ugal2an 😅,2023-06-25 12:28:26+00:00
Rully2023,"@adearmando61 Sekarang ini banyak pimpinan an tidak aman menjalankan amanat. Akibat lemahnya pengetahuan agama. Liat saja korupsi merajalela.  Etika dan integritas hanya kepada uang. Memberi contoh yg baik saja jarang dilakukan, melanggar langgar peraturan.",2023-06-25 12:25:02+00:00
Gunto_Jaya9,"@psi_id @kaesangp Proses memiskinkan koruptor itu lama dan rumit.  Nggak ada efek  terhadap basmi korupsi. 
Yang di korup tercatat 10 M. Yang dirampas 10 M.  Itu bisa saja keluar penjara ,masih banyak duit.  Karena nggak terdeteksi audit. 

Harus nya koruptor hanya vonis mati atau seumur hidup.",2023-06-25 12:24:44+00:00
SekelBit,"@susipudjiastuti Pembangunan Negara yg harus didukung Bu. Bukan KORUPSI nya. Jika ternyata setelah audit jelas jelas terbukti ""mega proyek"" ini tetap harus di proses karena merugikan Rakyat dan Negara. Betul ini pak @jokowi @mohmahfudmd @RamliRizal @msaid_didu @DPR_RI @KPK_RI @KejaksaanRI",2023-06-25 12:23:07+00:00
RidNgemil,"@tempodotco Yang ada dulu diaudit bersih apa enggk dr korupsi. Krn ada perencanaan yg keliru, target molor &amp; budget yg mbengkak. Trus direview seberapa berhasil &amp; manfaat utk rakyat. Wong yg skrg aja beban operasionalnya tinggi &amp; gk jelas jg utk siapa. Napsu amat pengen bikin lagi",2023-06-25 12:23:00+00:00
rioculture20,"Wkwkwk tersangka korupsi ""payment gateway"" lagi bikin hoax dari negeri seberang, pengecut nih yeee 🤭",2023-06-25 12:21:38+00:00
fadhil_rohadi,@DoankWarto Ya kalah hebat dong .sama yg deretan korupsi nya lebih bnyak .,2023-06-25 12:20:49+00:00
DhiovanYs09,"@musniumar SiDungu MU Teriak KORUPSI, Junjungan Loe salah satunya, ( kalah pemilu ditangkap KPK) siiapkan Mental jangan sampe jadi ODGJ, tampah panjang penderitaan Loe. Kasihan",2023-06-25 12:17:44+00:00
iannokai,"@Dennysiregar7 Makanyaa
Skrng korupsi mkin parah
Utanng menggunung",2023-06-25 12:16:45+00:00
GriefSANA,@GriefHYUNJIN dpr we gang gang apa dpr yang suka korupsi?,2023-06-25 12:16:01+00:00
RoyRojaya,@uusbustami Butet cuma setuju dengan pemerintahan yg ngutang gila gilaan dan korupsi gila gilaan. Ga perlu nyindir dia bahkan terlihat bahagia saat ini.,2023-06-25 12:15:43+00:00
SiregarBaris,"@DoankWarto Korupsi ,poligami",2023-06-25 12:14:42+00:00
Etain76,@musafir_papa @Dennysiregar7 Inilah hebatnya PDIP. Tidak pernah bela kadernya yg korupsi. Lah partai lain bagaimana?,2023-06-25 12:14:05+00:00
menakdobol,@narkosun Tegas pada kekuatan musuh khayalan bikinan kaum mereka sendiri tapi begitu permisif pada korupsi yg pelakunya kaum mereka sendiri,2023-06-25 12:12:00+00:00
pikrnummat,"@musniumar KPK itu urusannya hny soal korupsi yg jls unsur kerugian negaranya, klu cm pelanggaran adimistrasi mah ngapain sibuk bangsa.
Apalagi Formula E nya untung bkn buntung ke Mandalika.",2023-06-25 12:11:23+00:00
SabdoPa27295009,Laaaah korupsi yaaa di oramge kan 🤣🤣🤣,2023-06-25 12:11:21+00:00
kitajalandulu,"@awalpermata_ Yok, usut korupsi kasus Ancol.",2023-06-25 12:11:18+00:00
rangkutifuat,"@BosPurwa @msaid_didu Masih terlalu sedikit, kemana duit yang 8,5 Triliun?
DPR?
Penguasa?

Nyanyilah yang nyaring pak Jhonny G. Plate, semoga mengurangi hukumanmu.
Merajalela korupsi di era pak @jokowi ini. Rusak parah.",2023-06-25 12:11:10+00:00
AimanWidyadhana,"@detikcom Lah keblinger kabeh.. mangkane harun masiku gak ketemu, mangkane juliari Batubara korupsi bansos = maling teko rakyat miskin..
Mikirnya terbalik, urusan sendiri lupa tapi ngurusin urusan orang lain",2023-06-25 12:10:53+00:00
malikbekasi,@musniumar jangan takabur dulu bilang tidak korupsi.,2023-06-25 12:10:42+00:00
anto_cello,"@ch_chotimah2 Apanya yg di benci.

Coba tekan donk lembaga korupsi atas laporan bpk dosen itu.

Gk masuk akal jual kacang,meses dan keju bisa dapat M  M  MAN.",2023-06-25 12:08:54+00:00
kendisdolong1,@Petu_Ret102106 @puanmaharani_ri Korupsi tdk ada tempat bagi negara ini... itu racun hrs di berantas.,2023-06-25 12:07:12+00:00
AwangMunawar941,"@rmol_id Keuangan nagara itu bukan dihabiskan untuk kepentingan Rakyat. Kita miris menyaksikan dan mendengar perilaku pegawai keuangan dan pejabat saat ini, yang tertangkap karena korupsi. Mereka cepat sekali menjadi kaya mengambil uang dari negara dan masyarakat. Mereka tidak punya malu.",2023-06-25 12:06:45+00:00
Susito48190262,"@DoankWarto Maksudnya perubahan itu, dari susah korupsi menjadi mudah korupsi nantinya.
Koruptor partai jng ada yg ditangkap.

Perubahan nyata kan??",2023-06-25 12:05:23+00:00
geniyocah,"@Mdy_Asmara1701 Keluhan petani ,pupuk mahal dn langkah karna mentriny korupsi ,dari partai @NasDem",2023-06-25 12:04:27+00:00
deathnoteee_,@auliamed Kadrun teriak korupsi E-KTP padahal jelas ganjar tidak terlibat korupsi. Mangkanya berita disimak,2023-06-25 12:03:25+00:00
mfatahilahakbar,"Banyak hal bisa didiskusikan Pak Denny.

Namun pertanyaanny. 

Sejak kapan dalam kasus korupsi KPK perlu menunggu izin Presiden?

Jika mau ditetapkan sbg tersangka ya proses saja dalam rangka penyidikan.

Kenapa ini disebut simple logic??",2023-06-25 12:03:18+00:00
agusjon,"@MichelAdam9191 Apapun yg dikorupsi, mau bansos atau yg lain, namanya korupsi ya salah, kok seolah yg bukan korupsi bansos itu tidak jahat dan terkesan dimaklumi.

Tapi dari tagarnya, gw sih maklum aja, ada kepentingan 😄",2023-06-25 12:02:39+00:00
Petu_Ret102106,@kendisdolong1 @puanmaharani_ri Termasuk korupsi bansos utk wong cilik,2023-06-25 11:58:30+00:00
pnsdaerahjelata,Hah? Korupsi?,2023-06-25 11:58:06+00:00
rxlindxaa56408,@ganjarpranowo Siapapun nanti pemimpinnya semoga korupsi di indo gaada lagi dan mampu mensejahterakan masyarakat luas dengan adil dan merakyat,2023-06-25 11:56:57+00:00
Moh_AlexM,"@txtdrpemerintah Ini kalo semisal gurunya dipidana, tetap harus balikin uangnya nggak ya? Sama kayak kasus korupsi gitu. Jadi pengen tau....",2023-06-25 11:56:33+00:00
kalotwdiem,@pnsdaerahjelata Jd korupsi yg dilegalkan ga sih wkwkwk,2023-06-25 11:56:23+00:00
rxlindxaa56408,"@ganjarpranowo Yang masuk wishlist aku , korupsi di indo udah ngga ada, nyusahin rakyat banget , pajak gede sampe ke fasilitas masyarakat saja masih minim",2023-06-25 11:55:36+00:00
BlackBacc,"Gen z emang kritis beda sama generasi sebelumnya yang sekarang sibuk jadi preman ,mafia ,dan korupsi. Gen z lebih open minded gak kaya generasi sebelum yang sexist gak jelas.",2023-06-25 11:55:22+00:00
Fitri_Greens,@BosPurwa Ini korupsi apaan ?,2023-06-25 11:54:55+00:00
ibn_sjamsu,"@Sayfulb75833836 @dennyindrayana @SBYudhoyono Haha😊 Om Ipul agaknya mudah kena pancing: disinggung sedikit langsung belok meninggalkan substansi. Hati2 dikerjain orang, Om. Juliari Batubara mensos yg korupsi bansos Covid itu masuk bui. Padahal ia PDIP. Jadi gak betul dong kalau mau aman korupsi harus ada di kubu rezim.😉",2023-06-25 11:54:50+00:00
